50m*,100m*,150m,180m,200m,50-100m,100-150m,150-200m,180-200m,50-150m,100-200m
6,10.8,15.7,18.77,20.87,4.8,4.9,5.17,2.1,9.7,10.07
5.61,10.84,15.73,18.78,20.87,5.23,4.89,5.14,2.09,10.12,10.03
6.04,10.81,15.71,18.77,20.87,4.77,4.9,5.16,2.1,9.67,10.06
,10.66,,,20.87,,,,,,10.21
6.01,10.74,15.66,18.75,20.87,4.73,4.92,5.21,2.12,9.65,10.13
6.05,10.9,15.82,18.83,20.87,4.85,4.92,5.05,2.04,9.77,9.97
6.01,10.73,15.63,18.73,20.87,4.72,4.9,5.24,2.14,9.62,10.14
5.87,10.5,15.37,18.6,20.88,4.63,4.87,5.51,2.28,9.5,10.38
5.96,10.52,15.43,18.64,20.88,4.56,4.91,5.45,2.24,9.47,10.36
6,10.73,15.63,18.74,20.88,4.73,4.9,5.25,2.14,9.63,10.15
5.98,10.74,15.63,18.74,20.88,4.76,4.89,5.25,2.14,9.65,10.14
5.9,10.6,15.6,18.73,20.88,4.7,5,5.28,2.15,9.7,10.28
,10.72,,,20.88,,,,,,10.16
6,10.6,15.5,18.67,20.88,4.6,4.9,5.38,2.21,9.5,10.28
5.83,10.45,15.37,18.61,20.88,4.62,4.92,5.51,2.27,9.54,10.43
5.95,10.69,15.64,18.75,20.88,4.74,4.95,5.24,2.13,9.69,10.19
5.95,10.67,15.61,18.73,20.88,4.72,4.94,5.27,2.15,9.66,10.21
5.64,10.84,15.68,18.76,20.88,5.2,4.84,5.2,2.12,10.04,10.04
,10.84,,,20.88,,,,,,10.04
5.97,10.7,15.65,18.75,20.88,4.73,4.95,5.23,2.13,9.68,10.18
6.1,10.78,15.63,18.74,20.89,4.68,4.85,5.26,2.15,9.53,10.11
6.08,10.7,15.61,18.73,20.89,4.62,4.91,5.28,2.16,9.53,10.19
6.02,10.77,15.68,18.77,20.89,4.75,4.91,5.21,2.12,9.66,10.12
5.85,10.59,15.6,18.74,20.89,4.74,5.01,5.29,2.15,9.75,10.3
5.91,10.56,15.47,18.66,20.89,4.65,4.91,5.42,2.23,9.56,10.33
6,10.7,15.6,18.73,20.89,4.7,4.9,5.29,2.16,9.6,10.19
5.9,10.62,15.56,18.71,20.89,4.72,4.94,5.33,2.18,9.66,10.27
,10.86,,,20.89,,,,,,10.03
6.04,10.78,15.67,18.76,20.89,4.74,4.89,5.22,2.13,9.63,10.11
,10.82,,,20.9,,,,,,10.08
5.97,10.68,15.61,18.74,20.9,4.71,4.93,5.29,2.16,9.64,10.22
5.92,10.67,15.62,18.75,20.9,4.75,4.95,5.28,2.15,9.7,10.23
5.95,10.65,15.55,18.71,20.9,4.7,4.9,5.35,2.19,9.6,10.25
5.91,10.58,15.54,18.71,20.9,4.67,4.96,5.36,2.19,9.63,10.32
5.88,10.59,15.49,18.67,20.9,4.71,4.9,5.41,2.23,9.61,10.31
6,10.8,15.7,18.78,20.9,4.8,4.9,5.2,2.12,9.7,10.1
,10.78,,,20.9,,,,,,10.12
6.08,10.73,15.58,18.72,20.9,4.65,4.85,5.32,2.18,9.5,10.17
5.89,10.84,15.7,18.78,20.9,4.95,4.86,5.2,2.12,9.81,10.06
,10.86,,,20.9,,,,,,10.04
,10.81,,,20.9,,,,,,10.09
,10.74,,,20.9,,,,,,10.16
,10.98,,,20.9,,,,,,9.92
5.98,10.71,15.69,18.79,20.9,4.73,4.98,5.21,2.11,9.71,10.19
,10.6,,,20.91,,,,,,10.31
,10.59,15.53,18.71,20.91,,4.94,5.38,2.2,,10.32
6.01,10.67,15.63,18.76,20.91,4.66,4.96,5.28,2.15,9.62,10.24
6.03,10.79,15.72,18.8,20.91,4.76,4.93,5.19,2.11,9.69,10.12
,10.51,,,20.91,,,,,,10.4
5.91,10.62,15.55,18.71,20.91,4.71,4.93,5.36,2.2,9.64,10.29
5.93,10.66,15.6,18.74,20.91,4.73,4.94,5.31,2.17,9.67,10.25
5.85,10.57,15.59,18.75,20.91,4.72,5.02,5.32,2.16,9.74,10.34
5.9,10.5,15.4,18.63,20.91,4.6,4.9,5.51,2.28,9.5,10.41
5.55,10.8,15.68,18.78,20.91,5.25,4.88,5.23,2.13,10.13,10.11
5.84,10.5,15.46,18.67,20.91,4.66,4.96,5.45,2.24,9.62,10.41
,10.79,,,20.91,,,,,,10.12
5.92,10.66,15.6,18.74,20.91,4.74,4.94,5.31,2.17,9.68,10.25
5.96,10.67,15.59,18.73,20.91,4.71,4.92,5.32,2.18,9.63,10.24
5.94,10.74,15.66,18.77,20.91,4.8,4.92,5.25,2.14,9.72,10.17
5.91,10.61,15.56,18.73,20.92,4.7,4.95,5.36,2.19,9.65,10.31
6.11,10.79,15.65,18.76,20.92,4.68,4.86,5.27,2.16,9.54,10.13
5.98,10.7,15.62,18.75,20.92,4.72,4.92,5.3,2.17,9.64,10.22
5.82,10.51,15.5,18.7,20.92,4.69,4.99,5.42,2.22,9.68,10.41
6.1,10.8,15.7,18.79,20.92,4.7,4.9,5.22,2.13,9.6,10.12
5.9,10.7,15.6,18.74,20.92,4.8,4.9,5.32,2.18,9.7,10.22
5.9,10.7,15.6,18.74,20.92,4.8,4.9,5.32,2.18,9.7,10.22
5.9,10.67,15.55,18.71,20.92,4.77,4.88,5.37,2.21,9.65,10.25
5.96,10.69,15.59,18.74,20.92,4.73,4.9,5.33,2.18,9.63,10.23
5.95,10.65,15.58,18.73,20.92,4.7,4.93,5.34,2.19,9.63,10.27
,10.75,15.61,18.75,20.93,,4.86,5.32,2.18,,10.18
,10.71,,,20.93,,,,,,10.22
6.14,10.87,15.78,18.84,20.93,4.73,4.91,5.15,2.09,9.64,10.06
5.94,10.64,15.6,18.75,20.93,4.7,4.96,5.33,2.18,9.66,10.29
5.95,10.71,15.67,18.79,20.93,4.76,4.96,5.26,2.14,9.72,10.22
,10.86,15.7,18.79,20.93,,4.84,5.23,2.14,,10.07
6.06,10.89,15.78,18.84,20.93,4.83,4.89,5.15,2.09,9.72,10.04
5.81,10.49,15.41,18.65,20.93,4.68,4.92,5.52,2.28,9.6,10.44
,10.76,,,20.93,,,,,,10.17
6.09,10.89,15.7,18.79,20.93,4.8,4.81,5.23,2.14,9.61,10.04
5.91,10.61,15.59,18.75,20.93,4.7,4.98,5.34,2.18,9.68,10.32
5.93,10.66,15.64,18.78,20.93,4.73,4.98,5.29,2.15,9.71,10.27
5.9,10.68,15.61,18.76,20.93,4.78,4.93,5.32,2.17,9.71,10.25
5.95,10.65,15.61,18.76,20.93,4.7,4.96,5.32,2.17,9.66,10.28
6.04,10.82,15.78,18.85,20.93,4.78,4.96,5.15,2.08,9.74,10.11
,10.65,15.67,18.8,20.94,,5.02,5.27,2.14,,10.29
6.13,10.86,15.76,18.83,20.94,4.73,4.9,5.18,2.11,9.63,10.08
5.99,10.76,15.69,18.8,20.94,4.77,4.93,5.25,2.14,9.7,10.18
6,10.76,15.7,18.81,20.94,4.76,4.94,5.24,2.13,9.7,10.18
5.88,10.56,15.51,18.71,20.94,4.68,4.95,5.43,2.23,9.63,10.38
5.63,11,15.82,18.86,20.94,5.37,4.82,5.12,2.08,10.19,9.94
5.91,10.58,15.52,18.71,20.94,4.67,4.94,5.42,2.23,9.61,10.36
6.07,10.82,15.74,18.83,20.94,4.75,4.92,5.2,2.11,9.67,10.12
,10.79,,,20.95,,,,,,10.16
6.17,10.88,,,20.95,4.71,,,,,10.07
5.98,10.67,15.53,18.71,20.95,4.69,4.86,5.42,2.24,9.55,10.28
6,10.7,15.64,18.78,20.95,4.7,4.94,5.31,2.17,9.64,10.25
5.95,10.71,15.66,18.79,20.95,4.76,4.95,5.29,2.16,9.71,10.24
6.4,11.1,16.1,19.03,20.95,4.7,5,4.85,1.92,9.7,9.85
5.91,10.59,15.51,18.72,20.96,4.68,4.92,5.45,2.24,9.6,10.37
5.97,10.72,15.63,18.78,20.96,4.75,4.91,5.33,2.18,9.66,10.24
6.07,10.85,15.71,18.82,20.97,4.78,4.86,5.26,2.15,9.64,10.12
6.06,10.89,15.73,18.83,20.97,4.83,4.84,5.24,2.14,9.67,10.08
6.16,10.93,15.79,18.86,20.97,4.77,4.86,5.18,2.11,9.63,10.04
,10.79,15.75,18.85,20.97,,4.96,5.22,2.12,,10.18
5.94,10.61,15.55,18.74,20.97,4.67,4.94,5.42,2.23,9.61,10.36
6.06,10.82,15.75,18.85,20.97,4.76,4.93,5.22,2.12,9.69,10.15
6.06,10.89,15.67,18.79,20.97,4.83,4.78,5.3,2.18,9.61,10.08
6.01,10.81,15.73,18.84,20.97,4.8,4.92,5.24,2.13,9.72,10.16
5.59,10.84,15.77,18.86,20.97,5.25,4.93,5.2,2.11,10.18,10.13
5.96,10.74,15.69,18.82,20.97,4.78,4.95,5.28,2.15,9.73,10.23
5.87,10.61,15.64,18.8,20.97,4.74,5.03,5.33,2.17,9.77,10.36
5.89,10.66,15.65,18.8,20.97,4.77,4.99,5.32,2.17,9.76,10.31
5.91,10.63,15.59,18.77,20.97,4.72,4.96,5.38,2.2,9.68,10.34
5.87,10.64,15.64,18.8,20.97,4.77,5,5.33,2.17,9.77,10.33
6.11,10.9,15.87,18.91,20.97,4.79,4.97,5.1,2.06,9.76,10.07
,10.97,15.85,18.9,20.98,,4.88,5.13,2.08,,10.01
6.01,10.74,15.66,18.8,20.98,4.73,4.92,5.32,2.18,9.65,10.24
5.96,10.73,15.53,18.72,20.98,4.77,4.8,5.45,2.26,9.57,10.25
6,10.73,15.68,18.82,20.98,4.73,4.95,5.3,2.16,9.68,10.25
,10.76,,,20.98,,,,,,10.22
5.93,10.68,15.66,18.81,20.98,4.75,4.98,5.32,2.17,9.73,10.3
6.1,10.8,15.7,18.82,20.98,4.7,4.9,5.28,2.16,9.6,10.18
6.08,10.79,15.76,18.86,20.98,4.71,4.97,5.22,2.12,9.68,10.19
6.11,10.83,15.69,18.82,20.99,4.72,4.86,5.3,2.17,9.58,10.16
6.1,10.9,15.77,18.86,20.99,4.8,4.87,5.22,2.13,9.67,10.09
5.84,10.52,15.48,18.72,20.99,4.68,4.96,5.51,2.27,9.64,10.47
,10.72,,,20.99,,,,,,10.27
6.12,10.86,15.8,18.88,20.99,4.74,4.94,5.19,2.11,9.68,10.13
6.04,10.78,15.73,18.85,20.99,4.74,4.95,5.26,2.14,9.69,10.21
5.89,10.51,15.49,18.73,20.99,4.62,4.98,5.5,2.26,9.6,10.48
5.94,10.68,15.65,18.81,20.99,4.74,4.97,5.34,2.18,9.71,10.31
5.95,10.7,15.67,18.82,20.99,4.75,4.97,5.32,2.17,9.72,10.29
5.98,10.61,15.6,18.79,20.99,4.63,4.99,5.39,2.2,9.62,10.38
5.93,10.73,15.68,18.82,20.99,4.8,4.95,5.31,2.17,9.75,10.26
5.9,10.6,15.6,18.79,20.99,4.7,5,5.39,2.2,9.7,10.39
5.98,10.71,15.64,18.8,20.99,4.73,4.93,5.35,2.19,9.66,10.28
,10.9,,,21,,,,,,10.1
5.97,10.67,15.55,18.75,21,4.7,4.88,5.45,2.25,9.58,10.33
6.21,11.02,15.84,18.9,21,4.81,4.82,5.16,2.1,9.63,9.98
5.99,10.68,15.63,18.8,21,4.69,4.95,5.37,2.2,9.64,10.32
5.92,10.62,15.65,18.82,21,4.7,5.03,5.35,2.18,9.73,10.38
6.04,10.8,15.75,18.87,21.01,4.76,4.95,5.26,2.14,9.71,10.21
5.9,10.74,15.71,18.85,21.01,4.84,4.97,5.3,2.16,9.81,10.27
5.98,10.67,15.66,18.83,21.01,4.69,4.99,5.35,2.18,9.68,10.34
5.76,11.06,15.88,18.92,21.01,5.3,4.82,5.13,2.09,10.12,9.95
5.62,10.95,15.87,18.93,21.01,5.33,4.92,5.14,2.08,10.25,10.06
,10.93,,,21.01,,,,,,10.08
6.04,10.74,15.73,18.87,21.02,4.7,4.99,5.29,2.15,9.69,10.28
5.85,10.63,15.66,18.84,21.02,4.78,5.03,5.36,2.18,9.81,10.39
5.48,10.66,15.68,18.85,21.02,5.18,5.02,5.34,2.17,10.2,10.36
,10.83,,,21.02,,,,,,10.19
5.94,10.7,15.7,18.85,21.02,4.76,5,5.32,2.17,9.76,10.32
5.9,10.59,15.58,18.79,21.02,4.69,4.99,5.44,2.23,9.68,10.43
5.96,10.97,15.92,18.96,21.02,5.01,4.95,5.1,2.06,9.96,10.05
,10.84,15.84,18.93,21.03,,5,5.19,2.1,,10.19
5.83,10.57,15.47,18.73,21.03,4.74,4.9,5.56,2.3,9.64,10.46
5.81,10.55,15.58,18.8,21.03,4.74,5.03,5.45,2.23,9.77,10.48
6.04,10.76,15.69,18.84,21.03,4.72,4.93,5.34,2.19,9.65,10.27
5.96,10.73,15.67,18.84,21.03,4.77,4.94,5.36,2.19,9.71,10.3
5.96,10.67,15.63,18.82,21.03,4.71,4.96,5.4,2.21,9.67,10.36
,10.79,,,21.04,,,,,,10.25
,10.62,,,21.04,,,,,,10.42
6.07,10.9,15.82,18.92,21.04,4.83,4.92,5.22,2.12,9.75,10.14
6.01,10.69,15.7,18.86,21.04,4.68,5.01,5.34,2.18,9.69,10.35
5.96,10.7,15.66,18.84,21.04,4.74,4.96,5.38,2.2,9.7,10.34
6.04,10.84,15.77,18.89,21.04,4.8,4.93,5.27,2.15,9.73,10.2
5.57,10.8,15.76,18.89,21.04,5.23,4.96,5.28,2.15,10.19,10.24
6.02,10.75,15.7,18.86,21.04,4.73,4.95,5.34,2.18,9.68,10.29
5.97,10.71,15.7,18.86,21.04,4.74,4.99,5.34,2.18,9.73,10.33
,10.7,,,21.04,,,,,,10.34
6.1,10.8,15.7,18.85,21.04,4.7,4.9,5.34,2.19,9.6,10.24
,10.92,,,21.04,,,,,,10.12
6.04,10.76,15.69,18.85,21.04,4.72,4.93,5.35,2.19,9.65,10.28
,10.92,,,21.05,,,,,,10.13
6.02,10.83,15.79,18.91,21.05,4.81,4.96,5.26,2.14,9.77,10.22
,10.92,,,21.05,,,,,,10.13
5.94,10.67,15.65,18.84,21.05,4.73,4.98,5.4,2.21,9.71,10.38
5.96,10.72,15.66,18.84,21.05,4.76,4.94,5.39,2.21,9.7,10.33
,10.75,,,21.05,,,,,,10.3
,10.76,,,21.05,,,,,,10.29
,10.53,,,21.06,,,,,,10.53
5.94,10.73,15.71,18.88,21.06,4.79,4.98,5.35,2.18,9.77,10.33
6.1,10.86,15.72,18.87,21.06,4.76,4.86,5.34,2.19,9.62,10.2
5.5,10.74,15.75,18.9,21.06,5.24,5.01,5.31,2.16,10.25,10.32
5.98,10.69,15.65,18.84,21.06,4.71,4.96,5.41,2.22,9.67,10.37
5.93,10.67,15.68,18.86,21.06,4.74,5.01,5.38,2.2,9.75,10.39
6.1,10.9,15.9,18.98,21.06,4.8,5,5.16,2.08,9.8,10.16
5.94,10.73,15.71,18.88,21.06,4.79,4.98,5.35,2.18,9.77,10.33
6.06,10.86,15.82,18.94,21.07,4.8,4.96,5.25,2.13,9.76,10.21
6.09,10.95,15.89,18.97,21.07,4.86,4.94,5.18,2.1,9.8,10.12
6.01,10.76,15.71,18.88,21.07,4.75,4.95,5.36,2.19,9.7,10.31
6.13,10.97,15.95,19.01,21.07,4.84,4.98,5.12,2.06,9.82,10.1
5.94,10.52,15.54,18.8,21.07,4.58,5.02,5.53,2.27,9.6,10.55
5.96,10.66,15.64,18.85,21.08,4.7,4.98,5.44,2.23,9.68,10.42
,10.82,,,21.08,,,,,,10.26
,10.7,15.67,18.86,21.08,,4.97,5.41,2.22,,10.38
,10.83,15.81,18.94,21.08,,4.98,5.27,2.14,,10.25
,10.61,15.51,18.77,21.08,,4.9,5.57,2.31,,10.47
5.46,10.65,15.61,18.83,21.08,5.19,4.96,5.47,2.25,10.15,10.43
5.88,10.59,15.59,18.83,21.08,4.71,5,5.49,2.25,9.71,10.49
5.95,10.69,15.67,18.86,21.08,4.74,4.98,5.41,2.22,9.72,10.39
,10.5,15.42,18.73,21.08,,4.92,5.66,2.35,,10.58
,10.83,,,21.09,,,,,,10.26
6.03,10.72,15.68,18.87,21.09,4.69,4.96,5.41,2.22,9.65,10.37
,10.99,,,21.09,,,,,,10.1
6.08,10.98,15.87,18.96,21.09,4.9,4.89,5.22,2.13,9.79,10.11
6.12,10.92,15.85,18.96,21.09,4.8,4.93,5.24,2.13,9.73,10.17
5.99,10.64,15.59,18.82,21.09,4.65,4.95,5.5,2.27,9.6,10.45
,10.79,,,21.09,,,,,,10.3
5.95,10.71,15.76,18.92,21.09,4.76,5.05,5.33,2.17,9.81,10.38
6,10.86,15.8,18.93,21.09,4.86,4.94,5.29,2.16,9.8,10.23
6.02,10.81,15.76,18.92,21.1,4.79,4.95,5.34,2.18,9.74,10.29
6.01,10.72,15.7,18.89,21.1,4.71,4.98,5.4,2.21,9.69,10.38
5.96,10.81,15.85,18.97,21.1,4.85,5.04,5.25,2.13,9.89,10.29
5.99,10.83,15.67,18.86,21.1,4.84,4.84,5.43,2.24,9.68,10.27
5.96,10.77,15.74,18.91,21.1,4.81,4.97,5.36,2.19,9.78,10.33
6.17,10.99,15.84,18.95,21.1,4.82,4.85,5.26,2.15,9.67,10.11
5.44,10.68,15.71,18.9,21.1,5.24,5.03,5.39,2.2,10.27,10.42
5.92,10.6,15.49,18.77,21.1,4.68,4.89,5.61,2.33,9.57,10.5
5.9,10.63,15.68,18.89,21.1,4.73,5.05,5.42,2.21,9.78,10.47
6.04,10.97,15.9,18.99,21.1,4.93,4.93,5.2,2.11,9.86,10.13
,10.85,15.81,18.95,21.11,,4.96,5.3,2.16,,10.26
5.91,10.58,15.54,18.81,21.11,4.67,4.96,5.57,2.3,9.63,10.53
5.99,10.77,15.75,18.92,21.11,4.78,4.98,5.36,2.19,9.76,10.34
,10.75,15.72,18.91,21.12,,4.97,5.4,2.21,,10.37
6.04,10.84,15.76,18.92,21.12,4.8,4.92,5.36,2.2,9.72,10.28
6.09,10.91,15.86,18.98,21.12,4.82,4.95,5.26,2.14,9.77,10.21
6.06,11.07,15.98,19.04,21.12,5.01,4.91,5.14,2.08,9.92,10.05
5.89,10.68,15.7,18.91,21.13,4.79,5.02,5.43,2.22,9.81,10.45
5.87,10.52,15.54,18.83,21.13,4.65,5.02,5.59,2.3,9.67,10.61
5.58,10.83,15.82,18.97,21.13,5.25,4.99,5.31,2.16,10.24,10.3
5.92,10.72,15.78,18.96,21.13,4.8,5.06,5.35,2.17,9.86,10.41
6,10.83,15.79,18.95,21.13,4.83,4.96,5.34,2.18,9.79,10.3
5.87,10.62,15.63,18.88,21.14,4.75,5.01,5.51,2.26,9.76,10.52
6.07,10.92,15.71,18.89,21.14,4.85,4.79,5.43,2.25,9.64,10.22
6.04,10.92,15.85,18.98,21.14,4.88,4.93,5.29,2.16,9.81,10.22
,10.73,,,21.14,,,,,,10.41
5.96,10.71,15.7,18.91,21.14,4.75,4.99,5.44,2.23,9.74,10.43
6.11,10.89,15.85,18.98,21.14,4.78,4.96,5.29,2.16,9.74,10.25
,10.77,,,21.15,,,,,,10.38
5.55,10.76,15.78,18.96,21.15,5.21,5.02,5.37,2.19,10.23,10.39
5.61,10.82,15.81,18.97,21.15,5.21,4.99,5.34,2.18,10.2,10.33
,10.71,,,21.15,,,,,,10.44
5.55,10.82,15.8,18.97,21.15,5.27,4.98,5.35,2.18,10.25,10.33
,10.95,,,21.16,,,,,,10.21
6.11,10.9,15.91,19.03,21.16,4.79,5.01,5.25,2.13,9.8,10.26
5.96,10.73,15.69,18.91,21.16,4.77,4.96,5.47,2.25,9.73,10.43
5.88,10.67,15.7,18.92,21.16,4.79,5.03,5.46,2.24,9.82,10.49
5.9,10.8,15.7,18.91,21.16,4.9,4.9,5.46,2.25,9.8,10.36
5.95,10.84,15.83,18.99,21.16,4.89,4.99,5.33,2.17,9.88,10.32
,10.79,15.78,18.97,21.17,,4.99,5.39,2.2,,10.38
6.06,10.73,15.72,18.93,21.17,4.67,4.99,5.45,2.24,9.66,10.44
5.98,10.72,15.75,18.96,21.17,4.74,5.03,5.42,2.21,9.77,10.45
5.99,10.72,15.8,18.99,21.17,4.73,5.08,5.37,2.18,9.81,10.45
5.98,10.77,15.82,18.99,21.17,4.79,5.05,5.35,2.18,9.84,10.4
5.94,10.71,15.63,18.88,21.18,4.77,4.92,5.55,2.3,9.69,10.47
5.54,10.79,15.8,18.98,21.18,5.25,5.01,5.38,2.2,10.26,10.39
5.92,10.66,15.66,18.91,21.18,4.74,5,5.52,2.27,9.74,10.52
6.01,10.8,15.83,19,21.18,4.79,5.03,5.35,2.18,9.82,10.38
6.06,10.83,15.78,18.97,21.18,4.77,4.95,5.4,2.21,9.72,10.35
6.13,10.91,15.91,19.04,21.18,4.78,5,5.27,2.14,9.78,10.27
,10.91,,,21.18,,,,,,10.27
5.98,10.7,15.68,18.92,21.19,4.72,4.98,5.51,2.27,9.7,10.49
6.04,10.85,15.86,19.02,21.19,4.81,5.01,5.33,2.17,9.82,10.34
5.99,10.77,15.79,18.98,21.19,4.78,5.02,5.4,2.21,9.8,10.42
6.07,10.93,15.91,19.04,21.19,4.86,4.98,5.28,2.15,9.84,10.26
5.95,10.94,15.87,19.02,21.19,4.99,4.93,5.32,2.17,9.92,10.25
6.02,10.77,15.75,18.96,21.2,4.75,4.98,5.45,2.24,9.73,10.43
6.09,10.93,15.9,19.04,21.2,4.84,4.97,5.3,2.16,9.81,10.27
6.05,10.7,15.73,18.96,21.2,4.65,5.03,5.47,2.24,9.68,10.5
5.98,10.79,15.76,18.97,21.2,4.81,4.97,5.44,2.23,9.78,10.41
6.02,10.73,15.75,18.97,21.2,4.71,5.02,5.45,2.23,9.73,10.47
5.95,10.7,15.66,18.91,21.2,4.75,4.96,5.54,2.29,9.71,10.5
,10.75,15.81,19.01,21.21,,5.06,5.4,2.2,,10.46
6.06,10.84,15.82,19,21.21,4.78,4.98,5.39,2.21,9.76,10.37
6.11,10.93,15.9,19.05,21.21,4.82,4.97,5.31,2.16,9.79,10.28
5.87,10.69,15.64,18.91,21.21,4.82,4.95,5.57,2.3,9.77,10.52
5.93,10.8,15.85,19.03,21.21,4.87,5.05,5.36,2.18,9.92,10.41
5.54,10.78,15.77,18.98,21.21,5.24,4.99,5.44,2.23,10.23,10.43
5.91,10.71,15.74,18.97,21.21,4.8,5.03,5.47,2.24,9.83,10.5
5.55,10.79,15.76,18.97,21.21,5.24,4.97,5.45,2.24,10.21,10.42
5.54,10.79,15.83,19.02,21.22,5.25,5.04,5.39,2.2,10.29,10.43
5.93,10.67,15.69,18.95,21.22,4.74,5.02,5.53,2.27,9.76,10.55
6.1,10.89,15.89,19.05,21.22,4.79,5,5.33,2.17,9.79,10.33
6.22,11.06,16.05,19.14,21.23,4.84,4.99,5.18,2.09,9.83,10.17
6.29,11.2,16,19.09,21.23,4.91,4.8,5.23,2.14,9.71,10.03
5.98,10.75,15.8,19.01,21.23,4.77,5.05,5.43,2.22,9.82,10.48
6.04,10.85,15.88,19.05,21.23,4.81,5.03,5.35,2.18,9.84,10.38
5.99,10.98,15.94,19.07,21.23,4.99,4.96,5.29,2.16,9.95,10.25
5.97,10.9,15.93,19.08,21.23,4.93,5.03,5.3,2.15,9.96,10.33
,10.83,15.84,19.03,21.24,,5.01,5.4,2.21,,10.41
6.02,10.81,15.84,19.04,21.24,4.79,5.03,5.4,2.2,9.82,10.43
6.21,11.06,16.04,19.13,21.24,4.85,4.98,5.2,2.11,9.83,10.18
6.09,10.99,16,19.12,21.24,4.9,5.01,5.24,2.12,9.91,10.25
,10.87,15.91,19.08,21.25,,5.04,5.34,2.17,,10.38
6.08,10.85,15.87,19.05,21.25,4.77,5.02,5.38,2.2,9.79,10.4
5.95,10.92,15.84,19.03,21.25,4.97,4.92,5.41,2.22,9.89,10.33
5.99,10.75,15.76,19,21.25,4.76,5.01,5.49,2.25,9.77,10.5
5.48,10.74,15.79,19.02,21.25,5.26,5.05,5.46,2.23,10.31,10.51
6.08,10.87,15.86,19.05,21.25,4.79,4.99,5.39,2.2,9.78,10.38
6.16,10.99,15.96,19.1,21.25,4.83,4.97,5.29,2.15,9.8,10.26
6.04,10.83,15.91,19.08,21.25,4.79,5.08,5.34,2.17,9.87,10.42
6,10.76,15.72,18.97,21.26,4.76,4.96,5.54,2.29,9.72,10.5
6.17,10.97,16.01,19.13,21.26,4.8,5.04,5.25,2.13,9.84,10.29
6.05,10.85,15.89,19.07,21.26,4.8,5.04,5.37,2.19,9.84,10.41
6.05,10.84,15.87,19.06,21.26,4.79,5.03,5.39,2.2,9.82,10.42
,10.92,,,21.27,,,,,,10.35
5.99,10.83,15.81,19.03,21.27,4.84,4.98,5.46,2.24,9.82,10.44
6.19,10.93,16,19.14,21.27,4.74,5.07,5.27,2.13,9.81,10.34
5.61,10.89,15.83,19.03,21.27,5.28,4.94,5.44,2.24,10.22,10.38
5.99,10.79,15.84,19.05,21.27,4.8,5.05,5.43,2.22,9.85,10.48
6,10.7,15.8,19.04,21.27,4.7,5.1,5.47,2.23,9.8,10.57
6.05,10.89,15.82,19.03,21.28,4.84,4.93,5.46,2.25,9.77,10.39
,10.93,,,21.28,,,,,,10.35
5.97,10.68,15.64,18.94,21.28,4.71,4.96,5.64,2.34,9.67,10.6
6.12,10.89,15.97,19.13,21.28,4.77,5.08,5.31,2.15,9.85,10.39
6.05,10.99,15.95,19.1,21.28,4.94,4.96,5.33,2.18,9.9,10.29
6,10.8,15.6,18.91,21.29,4.8,4.8,5.69,2.38,9.6,10.49
5.92,10.73,15.8,19.04,21.29,4.81,5.07,5.49,2.25,9.88,10.56
,10.83,15.89,19.09,21.29,,5.06,5.4,2.2,,10.46
6.12,10.97,15.96,19.12,21.3,4.85,4.99,5.34,2.18,9.84,10.33
6.06,10.92,15.93,19.11,21.3,4.86,5.01,5.37,2.19,9.87,10.38
6.1,11,15.9,19.08,21.3,4.9,4.9,5.4,2.22,9.8,10.3
5.9,10.67,15.75,19.02,21.3,4.77,5.08,5.55,2.28,9.85,10.63
,11.2,,,21.32,,,,,,10.12
5.91,10.63,15.64,18.97,21.32,4.72,5.01,5.68,2.35,9.73,10.69
,10.99,15.96,19.13,21.32,,4.97,5.36,2.19,,10.33
5.99,10.85,15.93,19.13,21.32,4.86,5.08,5.39,2.19,9.94,10.47
6.05,10.89,15.86,19.08,21.32,4.84,4.97,5.46,2.24,9.81,10.43
6.28,10.98,15.99,19.15,21.33,4.7,5.01,5.34,2.18,9.71,10.35
6.1,10.9,15.9,19.11,21.33,4.8,5,5.43,2.22,9.8,10.43
6.09,10.95,15.99,19.16,21.33,4.86,5.04,5.34,2.17,9.9,10.38
6.29,11.18,16.1,19.21,21.34,4.89,4.92,5.24,2.13,9.81,10.16
6.32,11.21,16.12,19.22,21.35,4.89,4.91,5.23,2.13,9.8,10.14
6.13,10.98,16.05,19.2,21.35,4.85,5.07,5.3,2.15,9.92,10.37
6.22,11.12,16.06,19.19,21.35,4.9,4.94,5.29,2.16,9.84,10.23
6.1,11.06,15.92,19.11,21.35,4.96,4.86,5.43,2.24,9.82,10.29
,10.8,,,21.35,,,,,,10.55
6.3,11.12,16.1,19.22,21.35,4.82,4.98,5.25,2.13,9.8,10.23
,11.15,,,21.35,,,,,,10.2
5.61,10.94,15.97,19.16,21.35,5.33,5.03,5.38,2.19,10.36,10.41
6.14,11.03,15.97,19.15,21.35,4.89,4.94,5.38,2.2,9.83,10.32
6.1,10.96,16.02,19.19,21.35,4.86,5.06,5.33,2.16,9.92,10.39
5.62,10.91,15.94,19.15,21.36,5.29,5.03,5.42,2.21,10.32,10.45
6,10.8,15.8,19.07,21.36,4.8,5,5.56,2.29,9.8,10.56
,10.96,,,21.37,,,,,,10.41
6.12,11,16.01,19.18,21.37,4.88,5.01,5.36,2.19,9.89,10.37
